latitud,longitud,region,periodo,periodo_date
-34.6998002,-58.6004906,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6849989,-58.5935195,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6417012671,-58.5325627712,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.5989417217,-58.5499934165,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6090838,-58.5622302,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.5792701,-58.5950293,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.5836270496,-58.5859994037,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.7843949,-58.6472726,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6850039553,-58.4899672309,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6554993,-58.6227464,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.5629065,-58.6256832,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6853317,-58.5706501,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6138478,-58.5429553,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6051706,-58.5604106,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6138478,-58.5429553,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.638823626,-58.5665321228,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6477788614,-58.6123648074,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6625082,-58.6048382,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.5991927,-58.5401199,Bs.As. G.B.A. Zona Norte,01-2015,2015-01-01
-34.598692,-58.5329981,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.5837021303,-58.5861710651,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6450412,-58.5929291,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.663673,-58.562634,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.679696429,-58.510940439,Capital Federal,01-2015,2015-01-01
-34.6703451,-58.7034803,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6830366,-58.5059075,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6542034,-58.6265617,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6703758,-58.6959229,Bs.As. G.B.A. Zona Norte,01-2015,2015-01-01
-34.6808125,-58.5102176,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.5815539,-58.579618,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6681007,-58.7021785,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6766501851,-58.5064702363,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6425088,-58.5638464,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.5953111,-58.5494485,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6653419,-58.5782232,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6632130909,-58.5438461445,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6958054,-58.5378232,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6948891,-58.5350833,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6486178646,-58.6417968161,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.580317,-58.579493,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6440849,-58.5634957,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6510071,-58.5619228,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6401956,-58.5659803,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.7045266,-58.581493,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6775894,-58.5616913,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6546135,-58.5400105,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.652916,-58.5576554,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6391829628,-58.7012356362,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6666832,-58.69924164,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6202202,-58.5683441,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6371113,-58.5464979,Capital Federal,01-2015,2015-01-01
-34.6352995,-58.5710518,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.66526,-58.6191197,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6379721,-58.5623372,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6767044,-58.7120095,Bs.As. G.B.A. Zona Norte,01-2015,2015-01-01
-34.612319,-58.573391,Bs.As. G.B.A. Zona Norte,01-2015,2015-01-01
-34.6590835,-58.5448372,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6624515,-58.5726693,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6605895,-58.5845241,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.654888,-58.5805179,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.676551,-58.514507,Capital Federal,01-2015,2015-01-01
-34.6389549,-58.5695146,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6617616,-58.5224282,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.676551,-58.514507,Capital Federal,01-2015,2015-01-01
-34.6389549,-58.5695146,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6171064,-58.6340158,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.676551,-58.514507,Capital Federal,01-2015,2015-01-01
-34.6382791,-58.5634394,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6521267773,-58.5767574571,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6520731,-58.5742726,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.676551,-58.514507,Capital Federal,01-2015,2015-01-01
-34.6478192,-58.5610471,Bs.As. G.B.A. Zona Oeste,01-2015,2015-01-01
-34.6420692,-58.567056,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.601571172,-58.6408563466,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6554993,-58.6227464,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6761229072,-58.5057056209,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6603522,-58.5845378,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6582863,-58.7571996,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.676242303,-58.5058599675,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6918356,-58.4908219,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6878204,-58.4876633,Capital Federal,02-2015,2015-02-01
-34.6544136968,-58.5974843913,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6418759,-58.5596692,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6617846584,-58.5731415111,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6790540112,-58.5068669477,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.642384,-58.563752,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6202202,-58.5683441,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6958054,-58.5378232,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.597193,-58.6603639,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.5822570888,-58.6395034635,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6431030731,-58.5876433721,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6598585,-58.5744457,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6053121567,-58.6461274093,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6381847,-58.5583478,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.66217,-58.564636,Capital Federal,02-2015,2015-02-01
-34.59869,-58.6340294,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.59869,-58.6340294,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6584234,-58.6051051,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.632568,-58.5801611,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6409987,-58.5526483,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6409987,-58.5526483,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.59869,-58.6340294,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6409987,-58.5526483,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6635338,-58.5806175,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6869254,-58.5525277,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6869254,-58.5525277,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6869256,-58.5525279,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6626282478,-58.5743778884,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.5883382624,-58.5921747665,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6830452616,-58.4920873656,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6414684,-58.5564487,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6734772134,-58.5112026233,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6498714,-58.7591336,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6699911,-58.5423339,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6834255,-58.5905484,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6849989,-58.5935195,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.682875678,-58.5636949539,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6480365667,-58.5633852185,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.67572,-58.725208,Capital Federal,02-2015,2015-02-01
-34.6661825,-58.5915049,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.699247907,-58.500024263,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6853317,-58.5706501,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6352882,-58.6248322,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6469129202,-58.5946282914,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6797151,-58.5574048,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6797151,-58.5574048,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6774521,-58.5638085,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.647913,-58.5626342,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6775894,-58.5616913,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6111232879,-58.6295403476,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6711091,-58.5764345,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6512256,-58.5425971,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6553841251,-58.5882833394,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6775894,-58.5616913,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.659048,-58.6043798,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6775894,-58.5616913,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6558876,-58.5386124,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6558876,-58.5386124,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6701851,-58.5209084,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6584234,-58.6051051,Bs.As. G.B.A. Zona Norte,02-2015,2015-02-01
-34.685400711,-58.5627681233,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.5954132221,-58.5651031884,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6582765,-58.5594122,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.7079826,-58.5755193,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6599414285,-58.7593106766,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6491559,-58.6388653,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.700564,-58.5793141,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6642173,-58.5905129,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.7073489,-58.5791488,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6493361967,-58.6063763829,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6878595,-58.571078,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6865431,-58.5181153,Bs.As. G.B.A. Zona Oeste,02-2015,2015-02-01
-34.6529617,-58.5398121,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6533955,-58.5334018,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6380343,-58.5648333,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.5965612,-58.561489,Bs.As. G.B.A. Zona Norte,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6167394903,-58.6338577386,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.646929,-58.5628549,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6516705,-58.6254193,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.5945274,-58.5685923,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6483345,-58.5468979,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6478729,-58.6110802,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.64787292,-58.61108017,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6504162313,-58.5562637799,Capital Federal,03-2015,2015-03-01
-34.5956258,-58.6593446,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6152561185,-58.6441145059,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.5841827,-58.6415634,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6357769,-58.5972708,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6575569,-58.5563224,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6605895,-58.5845241,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6432362,-58.5683974,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.5874447,-58.5967193,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6376394,-58.5614152,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.59869,-58.6340294,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.642476,-58.5395827,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6362034,-58.5725023,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6529533,-58.5730835,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6541757,-58.538494,Capital Federal,03-2015,2015-03-01
-34.6524123,-58.5633832,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6550808,-58.5824797,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.59869,-58.6340294,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6037444374,-58.6357820034,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.7006676,-58.4757844,Capital Federal,03-2015,2015-03-01
-34.588936,-58.6501229,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6461252,-58.5939595,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6426614,-58.6161314,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6412402,-58.5383754,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6528458,-58.7807735,Capital Federal,03-2015,2015-03-01
-34.6462808,-58.5947736,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6462808,-58.5947736,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6407928,-58.532116,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6445161,-58.6225999,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6455176,-58.5598588,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6488495,-58.6475182,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6897977,-58.5095649,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6517632,-58.6052666,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.648838,-58.6120644,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6458519824,-58.5931911392,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.5862028033,-58.5951284455,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6462364,-58.5699959,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6464955,-58.5509467,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6800589013,-58.639140619,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6195503091,-58.6271548799,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6719372,-58.6918648,Bs.As. G.B.A. Zona Norte,03-2015,2015-03-01
-34.5840921131,-58.5978343074,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6391279,-58.573807,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6424921,-58.5593609,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6061022535,-58.5628795624,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.5654962416,-58.605786836,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6481823523,-58.5520984307,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.679356,-58.727821,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.7130369,-58.5921247,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6775894,-58.5616913,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.5783565,-58.6056746,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6837211836,-58.4933808008,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6946754,-58.5366135,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6830452616,-58.4920873656,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6775894,-58.5616913,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6775894,-58.5616913,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6331046,-58.5708047,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6689797,-58.5308393,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6542438,-58.6414537,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6548527589,-58.6415717172,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6718809,-58.5265674,Capital Federal,03-2015,2015-03-01
-34.7130369,-58.5921247,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6718809,-58.5265674,Capital Federal,03-2015,2015-03-01
-34.7130369,-58.5921247,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6558611,-58.6167212,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6613504,-58.5915075,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6657096,-58.5486625,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6654297324,-58.5780216442,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6623545,-58.5858437,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6228047,-58.6029728,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.5820328,-58.5773113,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.683536,-58.5573801,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6539339,-58.6182489,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6538887,-58.6212769,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6918642699,-58.4908379933,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6265755,-58.5437775,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6657083,-58.5294349,Capital Federal,03-2015,2015-03-01
-34.6618566,-58.5766854,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6775894,-58.5616913,Bs.As. G.B.A. Zona Oeste,03-2015,2015-03-01
-34.6423501,-58.5575146,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.65246201,-58.62652588,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6662254,-58.5500031,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6442374,-58.5633702,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.665768,-58.549896,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6425261,-58.55601,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6079696675,-58.5749281037,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.5832831992,-58.6015434275,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6444016,-58.5638271,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6651955,-58.5492516,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6442114278,-58.5623831741,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6889234,-58.5858631,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6444673986,-58.5639281265,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6523069,-58.6380042,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6523069,-58.6380042,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.644621,-58.594959,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.64935303,-58.64432907,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.643906,-58.529899,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.7006676,-58.4757844,Capital Federal,04-2015,2015-04-01
-34.644801,-58.5455718,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6521914,-58.6432538,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6436567332,-58.5827001762,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.642687,-58.558018,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6431405,-58.571474,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6498029699,-58.7600532261,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6424921,-58.5593609,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.5808748709,-58.5777614378,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6429959,-58.566905,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6918642699,-58.4908379933,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.5916994,-58.5686461,Bs.As. G.B.A. Zona Norte,04-2015,2015-04-01
-34.6423513,-58.5685682,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6514451838,-58.6270580926,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.5795808,-58.5786615,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6912785,-58.5379772,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6508223424,-58.7588842752,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.5874586493,-58.5997976367,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6538887,-58.6212769,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.5931589138,-58.5607466308,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.5820328,-58.5773113,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6432362,-58.5683974,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.653156294,-58.7604554249,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6312065,-58.5549279,Bs.As. G.B.A. Zona Norte,04-2015,2015-04-01
-34.5791602,-58.5917527,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
-34.6714213,-58.5427696,Bs.As. G.B.A. Zona Oeste,04-2015,2015-04-01
